ua,tc,amt,amt_avg,cc,dwm,lzd
0x2b01fe59933ab338bd03c3bee4595504ad22ae7f,103,0.94,0.009126213592233009,2 / 13 / 6,14 / 8 / 6,296
0xbdcb66d150aee201815b7d4e0c0209d83cfb834e,126,0.02,0.00015873015873015873,4 / 15 / 6,16 / 15 / 12,340
0x7199403800e209bc9e54fdc271c93058ca0ad0ba,102,0.0,0.0,3 / 2 / 3,3 / 3 / 2,140
0x33d99d0ce8e52f1f76f453dac0b1d7a3006a1057,101,0.21,0.0020792079207920793,1 / 1 / 1,2 / 2 / 2,85
0x30ef0bee2698556a89c863c3dfaf69cb74606710,355,0.0,0.0,1 / 1 / 1,6 / 2 / 1,239
0xdb848b867a2058b74ef7cfaeb9015a1b43c7b0cd,117,0.0,0.0,2 / 2 / 2,2 / 2 / 2,308
0x50d3703d09ce93cb7c81d6a3cf0d48ae054698f2,115,0.89,0.007739130434782609,2 / 13 / 5,15 / 6 / 6,283
0xc759d95b7d19400a17cb635b9948c4c6721c5ae4,149,0.0,0.0,3 / 2 / 3,4 / 2 / 1,336
0x1e92d6cef2ed8a6efb3b256868ddfc386b73b332,152,0.0,0.0,3 / 2 / 3,4 / 2 / 1,336
0x03f388b496114a42086e9df13f30d1eefce0dda5,103,1.0,0.009708737864077669,3 / 4 / 4,5 / 3 / 1,336
0x3878e63272761bef38361e510f7da93f1d74ed85,105,0.02,0.00019047619047619048,5 / 9 / 9,41 / 23 / 11,318
0x98c541b1c2c3bbe28ca09eb63d93f7657b1cb4ae,420,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0xdd381028cfa5241284d23ce73ef7f0e3042d80f8,178,0.0,0.0,1 / 8 / 1,135 / 43 / 12,396
0xbf84a842a8f236a683d0d000344e9566c09487b8,105,0.08,0.0007619047619047619,6 / 11 / 13,49 / 22 / 11,336
0xd7d9fd5c287ec20e6cc294f4c9ac51d9284add3c,420,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0x2d2ff62a591d61d911629312a807ceb076f23c01,110,0.15,0.0013636363636363635,2 / 9 / 5,15 / 5 / 2,91
0x82168cf9719a2da94c5306587cad36c534da15ee,102,0.41,0.004019607843137255,6 / 7 / 9,6 / 4 / 3,75
0x6375452f86263f25e9101e936cb4091aa9824609,105,0.3,0.002857142857142857,3 / 16 / 5,6 / 4 / 3,141
0x2b8f9aa9a5df227bc29bdcb8a02d7c91dc522fc4,241,0.0,0.0,3 / 2 / 4,74 / 13 / 5,309
0x9e01c59d189abf2e87b21ac09bbf92cf7d914cac,130,0.2,0.0015384615384615385,1 / 10 / 2,2 / 2 / 1,117
0x30dfa7e0688826e91e1555e745d624b709c3d499,105,0.08,0.0007619047619047619,6 / 14 / 12,22 / 17 / 9,307
0xba35e610505fc8242bf314518937b87461e85e9a,219,1.85,0.008447488584474886,1 / 1 / 1,1 / 1 / 1,53
0x3159c82956b058295d1252e25c6decf973c40636,420,0.0,0.0,1 / 2 / 2,37 / 9 / 4,143
0x47f691a6d32a0db796c02d10502fa18093b692ce,133,0.19,0.0014285714285714286,1 / 5 / 1,4 / 4 / 4,126
0xbbee7055b150ff3a3e6c442caec6e6e0873e9d8d,107,0.0,0.0,2 / 2 / 2,2 / 2 / 1,307
0x3716f8544ac49c4fe685f03f42a079b34fd5231a,110,0.79,0.0071818181818181824,4 / 14 / 4,12 / 9 / 5,272
0x9648c841e504b75b128ab2d110170d4c068e6edb,126,0.02,0.00015873015873015873,4 / 15 / 6,16 / 15 / 12,340
0x52b40ac2596838950c44ff58834f559160677e6f,111,0.55,0.0049549549549549555,6 / 14 / 8,8 / 4 / 3,104
0x577b1882e63d574e31cc7a2b211f4bd9b8c0cfc6,119,0.0,0.0,2 / 2 / 2,2 / 1 / 1,307
0x26c1fd9fd5a1338aabbdbe3f64f3e73369a0f4a0,508,0.0,0.0,4 / 4 / 7,109 / 32 / 10,492
0xfd9484ee156ab472697a58b05303eaa54f4d84de,181,0.53,0.0029281767955801107,1 / 10 / 1,37 / 7 / 2,77
0xc9bf17ef4384dcab24338a7daa0910cbe002dd10,104,0.41,0.003942307692307692,3 / 18 / 8,5 / 3 / 2,98
0x884a0a0aaf93e60f7f2cc0e1dcdd98ae1c586a3c,106,0.0,0.0,2 / 2 / 2,2 / 2 / 1,307
0x04687c5dea258a1aa9a9dd553932e5de5d3fe2d4,132,0.2,0.0015151515151515152,1 / 10 / 2,2 / 2 / 1,117
0xee8a5998b1e89b6c25ee296bdd84d5f2200cfc6d,104,0.0,0.0,1 / 13 / 1,8 / 4 / 2,47
0xdd9a87e583c1d9ff1035a599659313d01be97ce8,125,0.02,0.00016,4 / 15 / 6,14 / 14 / 11,340
0xc969aa1c11a3d53bb82c17ca936d5d202e026009,101,0.0,0.0,2 / 2 / 2,3 / 3 / 1,145
0xdc0070147a6382f7ca740a7a9b8c5a5c47c94f05,124,0.14,0.0011290322580645162,5 / 6 / 9,7 / 4 / 3,329
0x40200b4936e08ffee2ef57bef0baf2cb6ad4bf92,115,0.33,0.0028695652173913043,6 / 15 / 6,4 / 3 / 3,137
0x8a24de925d6b3602dc13ed5158dced4f03049ede,117,0.23,0.001965811965811966,1 / 10 / 2,1 / 1 / 1,124
0x8b65a1db64d6ba1eb4620c0430eff2a85ab19032,109,0.08,0.0007339449541284404,6 / 11 / 13,51 / 22 / 11,336
0xccedd4639757aee4a10d54d05f7bfe557878d6dc,155,0.13,0.0008387096774193549,2 / 17 / 9,11 / 10 / 9,250
0xc457ee70bc6d11dc3320a21973feff91dfdb93a2,476,0.0,0.0,1 / 4 / 3,3 / 2 / 1,139
0x632e4d5a49aa31d28e7ce0a3d0656665f4eccec9,161,0.27,0.0016770186335403727,1 / 5 / 1,2 / 2 / 1,130
0xdcc22e8faf17894c8544c5d32fcc6a371792c719,140,0.23,0.001642857142857143,1 / 5 / 1,2 / 2 / 1,130
0xb923bafc0d1817091bb871746973c0f590e317ba,110,0.62,0.005636363636363636,4 / 14 / 4,13 / 10 / 6,272
0x53e9dcd2bb7ec0b8aae93761b11b7659e1ac0444,110,0.42,0.0038181818181818182,3 / 6 / 6,10 / 7 / 4,339
0x1001a9961b1c7612ddf3cb50a9ed414d3593c953,103,0.02,0.0001941747572815534,5 / 9 / 9,42 / 23 / 11,318
0xcc706c11a7939f7875b888adeba73ac08fc24227,109,0.42,0.003853211009174312,3 / 21 / 14,15 / 5 / 2,136
0xd5fac87714a97d81038ef0717caecc4ae09537b4,421,0.0,0.0,1 / 2 / 2,37 / 9 / 4,143
0x9962e7d89c3080ceba3b16cf877e5e1f95813194,126,0.02,0.00015873015873015873,4 / 15 / 6,16 / 15 / 12,340
0xa14a6f460cfc57ee180532424dfe89cf03182c52,107,0.15,0.0014018691588785046,5 / 7 / 9,8 / 6 / 5,329
0xcb9f8b6ea80fd7b09cd92afce85acaed3139b9c0,103,0.28,0.002718446601941748,5 / 17 / 5,2 / 2 / 1,143
0xf201b17c0e59a7c786fdc8d6a21279af49483e5f,149,0.0,0.0,1 / 1 / 8,25 / 9 / 3,163
0x6452c62929f534cb76aa8230220f4976f28928cc,104,0.0,0.0,1 / 13 / 1,8 / 4 / 2,47
0x83e6f17232a9a696f9f30693f42fd62ebe63d7af,108,0.62,0.005740740740740741,4 / 14 / 4,11 / 9 / 6,272
0xf439e57582fd0932ab30646263ad8623daaa901a,132,0.68,0.005151515151515152,2 / 7 / 5,6 / 3 / 2,346
0xff9e223b3a71f728707550dfd56685524762d83b,104,0.38,0.003653846153846154,3 / 3 / 3,8 / 7 / 4,344
0xa11cc1b0ede739d92481f42f6221c472650f6477,117,0.0,0.0,2 / 2 / 2,2 / 2 / 2,308
0x88463ca8ff5afab42329e9704b84191c8ff47663,116,0.0,0.0,1 / 1 / 1,42 / 13 / 4,145
0x5619d62324d624aa0b418e02db97c1ae78096c0a,116,0.91,0.007844827586206898,3 / 15 / 5,15 / 8 / 7,283
0xc055eaabe20f87e478592f2a0ea7cd5e342a64dd,110,0.62,0.005636363636363636,4 / 14 / 4,13 / 10 / 7,272
0x611e5504484cd252cdd9e8af9eabd599a29e4719,101,0.0,0.0,2 / 2 / 2,2 / 2 / 1,140
0xe397fecd4a3ed96e455a582a843b1903c1101030,144,0.2,0.001388888888888889,1 / 5 / 1,2 / 2 / 1,132
0xa93911d1247394bdc7b2fc9b2eeb6af1eb77ec6a,110,0.18,0.0016363636363636363,1 / 9 / 2,1 / 1 / 1,129
0x60f1eff48243e7606ffedaed5adf765802d61981,298,2.52,0.008456375838926175,1 / 1 / 1,1 / 1 / 1,53
0x550e7e169e3ac2a61f50ffe49f182c76d8fbe65b,101,0.0,0.0,2 / 2 / 2,2 / 2 / 1,140
0xa50a3bec0c3f10bde6b71b5d8df9b328857978af,116,0.24,0.0020689655172413794,3 / 13 / 5,5 / 3 / 3,130
0xfafa7ffc3e2116246b53c0203c3317948271cff7,121,0.19,0.0015702479338842975,1 / 7 / 2,1 / 1 / 1,126
0xf53ecc6be818ae27b0f737af6e7047c2fe13d74d,101,0.17,0.0016831683168316834,1 / 9 / 2,1 / 1 / 1,133
0x7e57e782e5a510c16866f71dd6fa7c47321cfe3d,266,0.16,0.0006015037593984962,1 / 17 / 3,3 / 3 / 2,258
0x31e9063813533cb0c94ba9584baf6e0b701deeed,117,0.05,0.00042735042735042735,1 / 6 / 5,1 / 1 / 1,63
0x222344bb95f774a1cb2456afa6cb0725d265149a,112,0.38,0.0033928571428571428,7 / 20 / 13,10 / 7 / 3,93
0x249545f86e135abae61d977935164244ca1da3f9,242,0.0,0.0,3 / 2 / 5,74 / 14 / 6,309
0x81769f302684904317b1d5411812860032b7ce73,108,0.35,0.0032407407407407406,6 / 6 / 9,6 / 5 / 4,75
0x2afdc4918fb4dd5d901eb3888c6399e41eccbe97,178,0.42,0.0023595505617977526,2 / 9 / 2,36 / 7 / 2,77
0xb9657c8b247d003511ef9c4dd2ada46889f743c1,105,0.3,0.002857142857142857,4 / 11 / 4,15 / 6 / 2,77
0x3a0de9581cc8f97f03ca51a5a3435d552d71a5f3,420,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0xee506fdd073078511c249f9ddafe809c5e6c8dfc,113,0.79,0.006991150442477876,3 / 27 / 16,18 / 7 / 3,136
0x70b75a2ea9796e2adf0938d4dca692a84494616e,132,0.26,0.00196969696969697,3 / 27 / 5,4 / 3 / 3,128
0x9467135a90023c731803289676302fa18e75f5fe,193,0.0,0.0,2 / 4 / 19,12 / 10 / 7,767
0x7ce7656223b5bdcc97a280fbe48a6c691aa7ffa6,244,0.01,4.098360655737705e-05,1 / 1 / 1,1 / 1 / 1,294
0xbf70d405029bf8952019be380ec65a683f4119f5,115,0.0,0.0,6 / 7 / 6,84 / 24 / 6,179
0x3a07368473d12ac0b2e16a005e2e3c0c9e67afb6,120,0.32,0.0026666666666666666,3 / 8 / 5,6 / 5 / 5,164
0x7448c7439b60311b452d6504b908dbf70ce39380,239,0.0,0.0,3 / 2 / 4,71 / 14 / 7,309
0x6d63af32c5aaf0223fa7cb5ba857d60fd6acf0fa,103,0.0,0.0,2 / 2 / 2,2 / 1 / 1,339
0x95ac819cfe88c9c376537bd12dae9463c768f057,116,0.39,0.0033620689655172414,3 / 10 / 5,7 / 6 / 5,164
0x3956070c15165297a8df1ccdf2df08d59cac809d,239,0.0,0.0,3 / 2 / 4,74 / 13 / 5,309
0x310bf5bc8150284c472ed0f00ba91ecb8e292d80,108,0.44,0.004074074074074074,6 / 14 / 15,17 / 8 / 4,103
0x14660ecdae34a11e0da6e05cf7fe790cd76587c4,110,0.31,0.002818181818181818,6 / 13 / 13,25 / 19 / 10,307
0x4fcfd70fade7f7242056c66a0d5203fe8e157678,109,0.34,0.003119266055045872,6 / 13 / 10,25 / 19 / 11,307
0x25cecd32bda3487545c867d4b164a56f8b82e8d6,102,0.08,0.000784313725490196,6 / 16 / 14,26 / 20 / 11,307
0x6280534666b03341d3ed1f010b8b32e1923bb139,239,0.0,0.0,3 / 2 / 4,72 / 12 / 5,309
0x86fc8bf6fb4693726a1c8507b3a60db6bd8977ec,129,0.1,0.0007751937984496124,3 / 4 / 3,6 / 4 / 2,53
0x171362a98e42d0552864d480c21cf1a8281a6bbd,130,0.0,0.0,4 / 8 / 4,5 / 4 / 2,145
0xcacc93dca37a68161dae49aaccb7cf40063e438c,109,0.91,0.00834862385321101,4 / 13 / 8,4 / 3 / 3,79
0xee0a178018b2c6bc2b414f70d68f71fa3278cc1f,112,0.11,0.0009821428571428572,5 / 7 / 9,9 / 5 / 4,329
0xafd2f1b526770a2bf6a06a7f8daec7b92aadbff4,127,1.04,0.008188976377952756,2 / 7 / 5,6 / 3 / 2,346
0x29d00ae8faae307ecc6d9356ea830c5309f6499b,136,0.4,0.0029411764705882353,3 / 3 / 3,8 / 7 / 3,337
0x60a764804dc2faa78e06c1f09c1fc7236a3a7b9e,204,0.0,0.0,1 / 8 / 1,148 / 50 / 12,390
0x0bdef564d34e28919e1eb5a80bb2d8aa1dae4e1b,105,0.34,0.0032380952380952383,6 / 14 / 12,25 / 19 / 9,307
0xf792d1952d5e81ff7149995e73e6b7181f3d7cc4,111,0.62,0.005585585585585586,4 / 14 / 4,14 / 11 / 7,272
0xb42bab7d6786900628e66ccc89b53a73127529a2,101,0.0,0.0,2 / 2 / 2,2 / 1 / 2,339
0x7e4fa2b530bd2e9a381e06961d6b5899d8a4fbb2,141,0.23,0.0016312056737588653,1 / 5 / 1,2 / 1 / 1,132
0xda906853598add2d35987f682bd255dbf9b083e8,123,0.0,0.0,2 / 2 / 2,1 / 1 / 1,306
0xfd005d21ab852692df7c5d5dc1835fb02c491b6c,145,0.0,0.0,2 / 4 / 2,41 / 9 / 3,333
0xcf671239485e762cceae9d1a690345b670f2e362,111,0.0,0.0,3 / 2 / 3,21 / 5 / 2,293
0x2ac239f0aa8ec00594d31d67f0153bc740a64fee,101,0.0,0.0,2 / 2 / 2,4 / 3 / 1,145
0x40b5fc6200ebbfa4ee9247f81351b767003c7031,168,0.0,0.0,2 / 2 / 2,2 / 1 / 1,338
0x5981a3dbdf43386e5d6c48ef714ccdb71721e4e8,115,0.34,0.002956521739130435,3 / 16 / 5,7 / 5 / 3,140
0x54c9278e8617e04df0d8a36f7502601846cc50eb,571,0.0,0.0,4 / 6 / 4,71 / 22 / 6,205
0xbb20580db0b59c1b51ddc4519455b4430835f57b,118,0.0,0.0,1 / 2 / 1,3 / 3 / 2,120
0x0f5918351fe1db09e8fec21014904b2682376011,107,0.43,0.004018691588785046,3 / 17 / 6,7 / 4 / 3,141
0x0d91382fcaf8919c73b626d6e205e7b4cef4ebff,102,0.02,0.000196078431372549,5 / 9 / 9,42 / 23 / 11,318
0x6698d8d414360680bf6c320b5e88ecdff33e2339,118,0.0,0.0,5 / 7 / 5,75 / 46 / 14,422
0x505de55e7bb81a53278d0aec51a77a80dceaf5bf,238,0.0,0.0,3 / 2 / 3,71 / 12 / 4,309
0xebd30a2beefa437010e0a7d6d485036da1b9b0f7,250,0.0,0.0,3 / 2 / 5,80 / 17 / 7,309
0x73cf72d8a2541d12c7794044402c5e9e503f4e1b,106,0.18,0.0016981132075471698,6 / 15 / 10,22 / 17 / 10,307
0xb05cad5918b694eec4441dcfef6ac1ccd173ec35,118,0.19,0.0016101694915254237,1 / 8 / 2,1 / 1 / 1,126
0x6de26d8d240dcd0b8d58d4b12b7a966821a09132,129,0.73,0.00565891472868217,7 / 18 / 8,45 / 10 / 3,118
0xaf03f931b3bb727b0ac174736ac3c7b5c1107561,108,0.0,0.0,3 / 3 / 3,21 / 5 / 2,293
0x8c7222807c1ece1c8b4dacd9f3c7c8ac4730260d,128,0.2,0.0015625,1 / 10 / 2,2 / 2 / 1,117
0x2bc42a6fbc2988a7e345bd22638de46e9e203f5b,102,0.0,0.0,2 / 2 / 2,4 / 3 / 1,145
0xa4f5d08f6a4a3db7dd44af560d9ef1d3eab07a7f,218,0.0,0.0,1 / 1 / 2,95 / 29 / 8,665
0x540807969633dedef534a2b632530938b2a7c346,169,0.52,0.003076923076923077,1 / 11 / 1,36 / 7 / 2,77
0x28d73e44458432896922a3eb252f11315fa56f7f,119,0.64,0.005378151260504202,4 / 19 / 9,10 / 3 / 2,79
0x84e23b9e6f8c035967dc20456a09a0b8a1656d8e,113,0.41,0.0036283185840707962,6 / 17 / 8,7 / 5 / 3,138
0xb0e9f5be28da7878ca689334b108fbda1b3fb11e,101,0.0,0.0,3 / 7 / 3,16 / 9 / 4,114
0x48285bf25f3b7ca052c6b493c99e483aa4579fbe,107,0.0,0.0,2 / 2 / 2,2 / 2 / 1,307
0x62ffc1bbb304b10c9cfb4950fcce89fb46f5d31c,936,0.82,0.000876068376068376,2 / 14 / 2,4 / 2 / 2,241
0xaae74ae2e07b0ee91e790768dcab44001cc4a768,169,0.0,0.0,1 / 1 / 1,2 / 1 / 1,294
0xe3077b4b865389ce3c758ec91b38b765f8be79e9,109,0.62,0.005688073394495413,4 / 14 / 4,12 / 10 / 6,272
0xabe33dfc8d3b9db160d2893cc9782a0ba3b4a9c2,151,0.0,0.0,3 / 2 / 3,4 / 2 / 1,336
0xe1f5f9e46d216898d94c85178048eb7592df2c51,105,0.55,0.005238095238095239,5 / 13 / 13,30 / 14 / 7,236
0x6c2d6d0f0787497043248f01f5e1e9b4bf096930,124,0.25,0.0020161290322580645,5 / 13 / 14,43 / 16 / 7,236
0x071e5b38864b5320bdac6e455d08c120d903c15c,101,0.0,0.0,2 / 2 / 2,2 / 1 / 1,339
0x40b64692e494bb306e497c3c6a8717619914b17e,107,0.3,0.002803738317757009,3 / 16 / 5,8 / 6 / 3,140
0xa7ee5048e00043a412fce48d07187ce115198f5d,150,0.27,0.0018000000000000002,1 / 5 / 1,3 / 2 / 1,130
0x4dc4aeb4acecc4e3532a88e0290b457963df9d35,119,0.64,0.005378151260504202,2 / 12 / 5,15 / 6 / 6,283
0x09f495632a89e0a713be878d2cae1505e1a7bd6d,105,0.08,0.0007619047619047619,6 / 11 / 13,49 / 22 / 11,336
0xd01281dbd9586f0343381558086fe7334f959c61,103,0.02,0.0001941747572815534,5 / 9 / 9,42 / 23 / 11,318
0x8160781110b3013b777fedd1929d23b6dac16e08,120,0.2,0.0016666666666666668,1 / 10 / 2,2 / 2 / 1,117
0x4374cabb18719b0ef4286707cfe7b859cd79884a,127,0.21,0.001653543307086614,1 / 10 / 2,2 / 2 / 1,117
0xe9de70f8d4709160c4b78f230ded2b88be62b24f,126,0.02,0.00015873015873015873,4 / 15 / 6,13 / 13 / 10,340
0x5f733a9c93b0645124cd55ab1778ab2ac1ceda3b,104,0.34,0.0032692307692307695,6 / 6 / 9,5 / 5 / 4,76
0x72caca28ec9e2c0ff2fd02ce773f8adae71b9236,126,0.02,0.00015873015873015873,4 / 15 / 6,15 / 15 / 12,340
0xfbcf4d80d3c267876f6795c02aab10de751da8a4,142,0.0,0.0,1 / 1 / 1,62 / 26 / 8,207
0xead0833eba50dfb289b72afefcfe084bca6683d1,185,0.0,0.0,3 / 14 / 3,49 / 13 / 4,96
0x7764f64ee2e70b5c115539cdf11e525fe5f90197,105,0.0,0.0,1 / 1 / 4,11 / 7 / 3,81
0x54bf111af0ca7156aaa326c8c89855b4a4304503,250,0.0,0.0,3 / 14 / 3,61 / 15 / 5,96
0x0ba5bbe181b69ba7de48d65f34ab63f1a840e233,136,0.21,0.0015441176470588234,1 / 7 / 2,1 / 1 / 1,129
0x0e58a55ee2c6fd3b31acbd0f1cfa5d0f588719d0,178,0.0,0.0,1 / 1 / 1,3 / 2 / 1,32
0xa337ec602c29b5b5c57a4300f4defe9d7f68cc9c,116,0.2,0.001724137931034483,7 / 32 / 8,3 / 3 / 3,134
0xe0ef842d33bab037e6316c88a8f2f4f8a71fe9cb,101,0.15,0.0014851485148514852,6 / 12 / 12,23 / 16 / 10,307
0x14796832b880d098b977327973a487be047b8a31,106,0.0,0.0,2 / 2 / 2,2 / 2 / 1,307
0x9eb2c6ecdd240180571bf00bac7388ccb5c5cb05,108,0.31,0.0028703703703703703,4 / 15 / 7,15 / 10 / 5,307
0xd47aa1128ab93aae8c1fe6f8441b00923ca00851,193,0.06,0.000310880829015544,2 / 2 / 2,8 / 8 / 4,348
0xca9b41050316f07376dae3a423a0b96366bebe12,432,0.0,0.0,1 / 2 / 2,37 / 9 / 4,143
0xb8b1b337dc15bfc271394bb586195c434867c81e,146,0.22,0.0015068493150684932,1 / 10 / 2,2 / 1 / 1,119
0xf2cd8c714df917b85912c5599a2bd8b11ce17005,256,0.8,0.003125,1 / 7 / 2,1 / 1 / 1,293
0xd098976eac10ec25f991d90f213709da8d50f504,168,0.0,0.0,2 / 2 / 2,2 / 1 / 1,338
0x8e82a0f1f103639ab6e326a3f9c8070cfd6a72f2,110,0.08,0.0007272727272727273,6 / 11 / 13,50 / 22 / 11,336
0x93973024d30d46f0ae0deb54e0f8ec0f3dc27611,421,0.0,0.0,1 / 2 / 2,37 / 9 / 4,143
0x2a98d05e5ab5548718530655111194e1ef6d9b5b,392,0.0,0.0,1 / 2 / 2,33 / 8 / 4,143
0x9d4908631341e0674a59094f4c6d5166f150eddb,108,0.0,0.0,2 / 2 / 2,2 / 2 / 1,307
0x0f21842080f3719645595e1bedb2a63ee6be3765,105,0.02,0.00019047619047619048,5 / 9 / 9,41 / 23 / 11,318
0xcd88b774cc42242d49a1dba5af599edc2e378a43,116,0.0,0.0,1 / 1 / 1,44 / 12 / 4,76
0x089b30990f15214565477f24ad994e4ac4d5f97f,189,0.29,0.0015343915343915342,1 / 5 / 1,1 / 1 / 1,133
0x956d5eabdd890f87549f67b03d82eaa06c08d7c7,212,0.0,0.0,1 / 1 / 1,2 / 2 / 1,138
0xa08a993cc90298a45518c195fb33fbfac79597c1,115,0.19,0.0016521739130434783,1 / 10 / 2,1 / 1 / 1,125
0xb8160aaba70af2cc347204390ee97878ae5a1421,104,0.0,0.0,1 / 12 / 1,8 / 4 / 2,47
0xb02d5e7de06cad0767cc62166cd407127959da99,126,0.02,0.00015873015873015873,4 / 15 / 6,15 / 15 / 12,340
0xf8c039a97c352655c270b4b0b70a30d0e02c33fe,112,0.0,0.0,2 / 2 / 2,2 / 2 / 1,140
0x917630529e6e14a09860af5679bd77b7184778cf,118,0.59,0.005,3 / 3 / 3,9 / 8 / 5,338
0x588d988d2c01b5ac3e00044f5ca4afd97e6ca9c3,120,0.0,0.0,3 / 4 / 22,26 / 17 / 7,730
0xcbd6f62a13c578cae9acab4c0a046df77a84153a,421,0.0,0.0,1 / 2 / 2,37 / 9 / 4,143
0x7c4418a85ddad06e49f7dd5d8a4cd2ca0b8d367d,239,0.0,0.0,3 / 2 / 4,74 / 14 / 5,309
0x7bd697e12ee5dc15e60a37ed41467874aba3a180,117,0.08,0.0006837606837606838,5 / 11 / 10,21 / 16 / 10,307
0x9a6fedcfb848bc283287bc5ca2eb19b5b3434453,105,0.0,0.0,3 / 3 / 3,1 / 1 / 1,337
0xbb1cd342743d6141b0a7b0c02d4cd79d741316d5,117,0.0,0.0,2 / 2 / 2,2 / 2 / 2,308
0x2f48a10091d1476724c9e71d8250b5418e7d23f5,271,0.0,0.0,3 / 14 / 3,66 / 15 / 5,96
0xd7a7eba4b0ded510aa6421c5f4f776c7649e0869,116,1.16,0.009999999999999998,1 / 1 / 1,1 / 1 / 1,466
0x78497f9756a7cd5138cb268e208377796743e8f1,113,0.34,0.003008849557522124,6 / 15 / 12,22 / 19 / 10,307
0xbfe062dec5339f4ee305a91ac485f4152c9a1d61,251,0.0,0.0,3 / 14 / 3,65 / 15 / 5,96
0x3861993090ee857696e8740ba16ccaf960f036be,141,0.23,0.0016312056737588653,1 / 1 / 1,1 / 1 / 1,176
0x6742e4c7db781b573ca12d8f86e77fba09eb8271,416,0.0,0.0,1 / 2 / 2,36 / 9 / 4,142
0x45e43f11d3071f055de3ef933ed2cab14089c545,421,0.0,0.0,1 / 2 / 2,37 / 9 / 4,143
0x427c7da1332926ff714edc5bfcc7aeb48aa25433,132,0.22,0.0016666666666666668,1 / 10 / 2,1 / 1 / 1,125
0x7bfc47f796c47370e065121ebdcb1edf13cec60a,128,0.58,0.00453125,5 / 11 / 16,21 / 13 / 10,310
0x8e688a8affedfec659693fc78f5181659c67a97f,111,0.23,0.002072072072072072,1 / 6 / 1,17 / 11 / 3,76
0x3d00fb97668039acb907cd93ce228b119fc96120,161,0.0,0.0,2 / 13 / 2,41 / 9 / 3,96
0xc85da06c445e0358a1f3a6c4939c40d4d01b5488,117,0.16,0.0013675213675213675,7 / 12 / 15,9 / 8 / 6,308
0x755f53c8adb22c1e681814f67a1e24126649fe62,123,0.0,0.0,2 / 2 / 2,1 / 1 / 1,306
0x9585e14b1035be9ecbeeb47c339cd264fa3dab06,108,0.23,0.0021296296296296298,5 / 17 / 5,2 / 2 / 1,143
0xb7c5681d16fd78f19c8e329fbce39b05f91da189,123,0.0,0.0,2 / 2 / 2,1 / 1 / 1,306
0x83ff0e5238c453b3233cfc577e3c0f44e6935acb,111,0.02,0.00018018018018018018,5 / 9 / 9,41 / 23 / 11,318
0xce6a5d7967a4279a3ecb483f98aa93a30fd69dad,102,0.02,0.000196078431372549,5 / 9 / 9,41 / 23 / 11,318
0x3bfee29b53e88f21253460cd8799b6ccb951507a,115,0.08,0.0006956521739130435,5 / 7 / 9,8 / 5 / 4,329
0x69326a17112cc67e99280d455c2f6936e11e01b2,129,0.21,0.001627906976744186,1 / 10 / 2,1 / 1 / 1,120
0xcc7898f4e2b733bc6ae6a48f18f03ecd6ac75239,102,0.88,0.008627450980392156,2 / 15 / 6,14 / 8 / 6,296
0xc54470d7c14939ad0d6def3fb68d8af0e9d07471,113,0.78,0.006902654867256637,1 / 3 / 1,1 / 1 / 1,1
0xb1c4cbac3077e62fa97499181c603a9b0604d7fa,103,0.14,0.001359223300970874,2 / 8 / 5,20 / 5 / 3,93
0x86e8a2fcf474b9f195feecabae042b5bf76ad70b,109,0.62,0.005688073394495413,4 / 14 / 4,12 / 9 / 5,272
0x2c307ed64aedb1628140f6ef4f856f0613ea38c9,105,0.21,0.002,1 / 10 / 2,1 / 1 / 1,124
0xc370e8ad79452543a3140d4b3bcca89b193c7768,108,0.3,0.002777777777777778,3 / 15 / 5,6 / 4 / 3,140
0x81cf4679dbb3801339477670a04e1bd25f367231,419,0.0,0.0,1 / 2 / 2,37 / 10 / 4,143
0x57f3cf1d3c93862e9a1fddb5f0a2532d42788b77,179,0.0,0.0,2 / 29 / 4,15 / 4 / 3,92
0xe16f742aa55a6703a06c7d2ebac7584eb3504528,137,0.14,0.0010218978102189782,5 / 6 / 9,7 / 4 / 3,329
0xc68a5eb3bc5e9249fffd3d6fecb104ac89325c10,119,0.33,0.002773109243697479,4 / 17 / 4,2 / 2 / 1,143
0x21629e8dfe3476ab6dd4ee35e03af9757119b134,421,0.0,0.0,1 / 2 / 2,36 / 9 / 4,143
0xd5f453aff0ce9b96e1170cd7de3e83a6b21d1946,115,0.19,0.0016521739130434783,1 / 10 / 2,2 / 2 / 1,117
0xdf3b41a4413ab84253688ab7c7cbad255f2ca574,107,0.18,0.0016822429906542056,1 / 10 / 2,2 / 2 / 1,117
0x5922f996de57910712ba6a2f6a87e4a44daca6dd,108,0.02,0.00018518518518518518,5 / 9 / 9,41 / 23 / 11,318
0x08a903369deeafa702077dfab52bc87d620c18ef,115,0.39,0.003391304347826087,3 / 3 / 3,9 / 7 / 4,338
0x9e729f6dff523ee70290eef75c1ab2c692cc322e,106,0.02,0.00018867924528301886,5 / 9 / 9,41 / 23 / 11,318
0xa810593165fac35413b3b08825941549342b09e6,104,0.02,0.0001923076923076923,5 / 9 / 9,42 / 23 / 11,318
